kind,source_segment,source_offset,source_linear,target_segment,target_offset,target_linear
far_call,0,32974,32974,3106,22530,72226
near_jump,0,32987,32987,0,32992,32992
near_jump,0,32989,32989,0,33004,33004
near_jump,3106,15537,65233,3106,15491,65187
near_call,3106,15613,65309,3106,18099,67795
near_jump,3106,24897,74593,3106,24973,74669
near_jump,3106,24913,74609,3106,24973,74669
near_call,3106,24967,74663,3106,22678,72374
near_jump,3106,25111,74807,3106,24750,74446
near_jump,2065,11438,44478,2065,11448,44488
near_jump,2065,11446,44486,2065,11454,44494
near_jump,3106,13693,63389,3106,13772,63468
near_jump,3106,13698,63394,3106,13747,63443
near_jump,3106,13724,63420,3106,13626,63322
near_jump,3106,10802,60498,3106,10902,60598
near_jump,3106,10804,60500,3106,10813,60509
near_jump,3106,10811,60507,3106,10902,60598
far_call,3106,10860,60556,2065,10480,43520
far_call,3106,10891,60587,2065,10480,43520
near_jump,3106,10899,60595,3106,10987,60683
near_jump,3106,11036,60732,3106,11048,60744
near_jump,3106,11043,60739,3106,11048,60744
near_jump,3106,11045,60741,3106,11290,60986
near_jump,3106,11447,61143,3106,11569,61265
near_jump,3106,11454,61150,3106,11464,61160
near_jump,3106,11461,61157,3106,11469,61165
near_jump,3106,12024,61720,3106,12029,61725
near_jump,3106,12026,61722,3106,12273,61969
near_jump,3106,12277,61973,3106,12282,61978
near_jump,3106,12279,61975,3106,12557,62253
near_jump,3106,23177,72873,3106,23182,72878
near_jump,3106,23179,72875,3106,22963,72659
near_jump,5782,1483,93995,5782,1404,93916
far_call,5782,1488,94000,3106,22056,71752
far_call,5782,1500,94012,3106,22924,72620
far_call,5782,1526,94038,5915,5736,100376
far_call,5782,1542,94054,5915,5736,100376
far_call,5782,1558,94070,5915,5736,100376
far_call,5782,1574,94086,5915,5736,100376
far_call,5782,1586,94098,3106,22056,71752
near_jump,5782,1594,94106,5782,1838,94350
near_jump,2065,5203,38243,2065,5208,38248
near_jump,2065,5205,38245,2065,3196,36236
near_jump,2065,1006,34046,2065,1056,34096
near_jump,2065,1037,34077,2065,1104,34144
near_jump,2065,1054,34094,2065,988,34028
near_jump,2065,970,34010,2065,1113,34153
near_jump,2065,1119,34159,2065,1124,34164
near_jump,2065,1121,34161,2065,1495,34535
near_jump,3106,27404,77100,3106,27435,77131
far_call,3106,27428,77124,2065,14632,47672
near_jump,3106,27439,77135,3106,27472,77168
far_call,3106,27465,77161,2065,14632,47672
near_jump,3106,27476,77172,3106,27512,77208
far_call,3106,27505,77201,2065,14632,47672
near_jump,3106,27516,77212,3106,27552,77248
far_call,3106,27545,77241,2065,14632,47672
near_jump,3106,27556,77252,3106,27592,77288
far_call,3106,27585,77281,2065,14632,47672
near_jump,3106,27596,77292,3106,27635,77331
far_call,3106,27628,77324,2065,14632,47672
near_jump,3106,27773,77469,3106,27778,77474
near_jump,3106,27775,77471,3106,28015,77711
far_call,3106,36094,85790,2065,14632,47672
far_call,3106,36128,85824,2065,14632,47672
near_jump,3106,36214,85910,3106,36228,85924
near_jump,3106,36225,85921,3106,36164,85860
far_call,3106,35278,84974,2065,14632,47672
near_jump,3106,35297,84993,3106,35318,85014
near_jump,3106,35329,85025,3106,35337,85033
near_jump,3106,35335,85031,3106,35445,85141
near_jump,3106,35341,85037,3106,35348,85044
far_call,3106,35403,85099,2065,14632,47672
near_call,3106,35416,85112,3106,2146,51842
near_jump,3106,35425,85121,3106,35434,85130
near_jump,3106,35456,85152,3106,35465,85161
near_jump,3106,35463,85159,3106,35578,85274
near_jump,3106,35470,85166,3106,35477,85173
far_call,3106,35532,85228,2065,14632,47672
near_call,3106,35545,85241,3106,2146,51842
near_jump,3106,35560,85256,3106,35567,85263
near_jump,3106,35608,85304,3106,35627,85323
near_jump,3106,35614,85310,3106,35627,85323
near_jump,3106,38467,88163,3106,38498,88194
near_jump,3106,20633,70329,3106,20706,70402
near_jump,3106,20645,70341,3106,20653,70349
near_jump,3106,20677,70373,3106,20691,70387
near_call,3106,20700,70396,3106,22056,71752
near_jump,3106,20711,70407,3106,20716,70412
near_jump,3106,20713,70409,3106,21136,70832
near_jump,3106,19605,69301,3106,19610,69306
near_jump,3106,19607,69303,3106,19821,69517
near_jump,3106,19319,69015,3106,19070,68766
near_jump,3106,1657,51353,3106,1670,51366
near_call,3106,1664,51360,3106,2146,51842
near_jump,3106,1699,51395,3106,1722,51418
near_jump,3106,820,50516,3106,853,50549
near_jump,3106,827,50523,3106,853,50549
near_jump,3106,858,50554,3106,863,50559
near_jump,3106,860,50556,3106,1032,50728
near_jump,3106,29588,79284,3106,29593,79289
near_jump,3106,29590,79286,3106,31020,80716
near_jump,3106,31134,80830,3106,31156,80852
near_jump,3106,31137,80833,3106,31142,80838
near_jump,3106,31139,80835,3106,31322,81018
far_call,3106,31062,80758,5915,5150,99790
near_jump,3106,31075,80771,3106,31089,80785
near_jump,3106,31117,80813,3106,31159,80855
near_jump,3106,31123,80819,3106,31159,80855
near_jump,3106,31129,80825,3106,31159,80855
far_call,3106,31190,80886,5915,5244,99884
near_call,3106,31209,80905,3106,24624,74320
far_call,3106,31218,80914,5915,3520,98160
far_call,3106,31234,80930,5915,5632,100272
far_call,3106,31260,80956,5915,5244,99884
near_call,3106,31279,80975,3106,24624,74320
near_jump,3106,31296,80992,3106,31340,81036
near_jump,3106,31303,80999,3106,31340,81036
near_jump,3106,31310,81006,3106,31340,81036
near_jump,3106,31317,81013,3106,31340,81036
near_jump,3106,31319,81015,3106,31291,80987
near_jump,3106,14692,64388,3106,14655,64351
near_call,3106,14772,64468,3106,18099,67795
near_jump,3106,14820,64516,3106,14783,64479
near_jump,3106,14864,64560,3106,14827,64523
near_call,3106,14959,64655,3106,18099,67795
near_jump,3106,15007,64703,3106,14970,64666
near_jump,3106,15051,64747,3106,15014,64710
near_call,3106,15146,64842,3106,18099,67795
near_call,3106,15162,64858,3106,15276,64972
near_call,3106,15178,64874,3106,15276,64972
near_call,3106,15194,64890,3106,15276,64972
near_call,3106,15210,64906,3106,15276,64972
near_call,3106,15226,64922,3106,15276,64972
near_call,3106,15242,64938,3106,15276,64972
near_call,3106,15264,64960,3106,15276,64972
near_jump,3106,34706,84402,3106,34767,84463
near_call,3106,34709,84405,3106,40230,89926
near_jump,3106,34717,84413,3106,34767,84463
near_jump,3106,34725,84421,3106,34734,84430
near_jump,3106,34732,84428,3106,34747,84443
near_jump,3106,34738,84434,3106,34767,84463
near_jump,3106,34745,84441,3106,34767,84463
near_call,3106,34752,84448,3106,2146,51842
near_call,3106,34759,84455,3106,38692,88388
near_jump,3106,34772,84468,3106,34794,84490
near_call,3106,34779,84475,3106,38996,88692
near_jump,3106,34787,84483,3106,34794,84490
near_jump,3106,34799,84495,3106,34842,84538
near_jump,3106,34806,84502,3106,34822,84518
near_call,3106,34813,84509,3106,2146,51842
near_jump,3106,34819,84515,3106,34842,84538
near_jump,3106,25476,75172,3106,25526,75222
near_call,3106,25511,75207,3106,24624,74320
near_jump,3106,25437,75133,3106,25454,75150
near_jump,3106,25451,75147,3106,25465,75161
near_jump,2065,10259,43299,2065,10264,43304
near_jump,2065,10261,43301,2065,10458,43498
near_jump,2065,15291,48331,2065,15302,48342
near_jump,2065,15959,48999,2065,15964,49004
near_jump,2065,15961,49001,2065,16148,49188
near_jump,0,353,353,0,358,358
near_jump,0,355,355,0,555,555
near_jump,0,1724,1724,0,1729,1729
near_jump,0,1726,1726,0,1818,1818
near_jump,0,1876,1876,0,1881,1881
near_jump,0,1878,1878,0,1898,1898
near_jump,0,1951,1951,0,1956,1956
near_jump,0,1953,1953,0,1962,1962
near_jump,0,2033,2033,0,2038,2038
near_jump,0,2035,2035,0,2092,2092
near_jump,0,32738,32738,0,32743,32743
near_jump,0,32740,32740,0,32755,32755
near_jump,0,32760,32760,0,32765,32765
near_jump,0,32762,32762,0,32799,32799
far_call,0,32996,32996,3106,22364,72060
near_jump,0,33009,33009,0,33014,33014
near_jump,0,33011,33011,0,33026,33026
far_call,3106,18105,67801,5915,706,95346
near_call,3106,18130,67826,3106,15276,64972
near_call,3106,18150,67846,3106,15276,64972
near_call,3106,18171,67867,3106,15276,64972
near_jump,3106,18181,67877,3106,18188,67884
near_jump,3106,18192,67888,3106,18199,67895
near_jump,3106,18203,67899,3106,18210,67906
near_jump,3106,18214,67910,3106,18221,67917
near_jump,3106,18225,67921,3106,18232,67928
near_jump,3106,18236,67932,3106,18243,67939
near_jump,3106,18247,67943,3106,18254,67950
near_jump,3106,18258,67954,3106,18265,67961
near_jump,3106,18269,67965,3106,18276,67972
near_call,3106,18291,67987,3106,15276,64972
near_call,3106,18312,68008,3106,15276,64972
near_call,3106,18333,68029,3106,15276,64972
near_call,3106,18354,68050,3106,15276,64972
near_call,3106,18375,68071,3106,15276,64972
near_call,3106,18400,68096,3106,15276,64972
near_call,3106,18421,68117,3106,15276,64972
near_call,3106,18442,68138,3106,15276,64972
near_call,3106,18463,68159,3106,15276,64972
near_call,3106,18484,68180,3106,15276,64972
near_jump,2065,11460,44500,2065,11470,44510
near_jump,2065,11468,44508,2065,11476,44516
near_jump,3106,13806,63502,3106,13814,63510
near_jump,3106,13831,63527,3106,13839,63535
near_call,3106,13847,63543,3106,3464,53160
near_call,3106,13903,63599,3106,25666,75362
near_jump,3106,13752,63448,3106,13772,63468
near_jump,3106,13769,63465,3106,13744,63440
far_call,3106,10918,60614,2065,9746,42786
near_jump,3106,10931,60627,3106,10940,60636
near_jump,3106,10938,60634,3106,10945,60641
near_call,3106,11000,60696,3106,42752,92448
far_call,3106,11062,60758,5915,5736,100376
far_call,3106,11080,60776,5915,5736,100376
far_call,3106,11096,60792,5915,5736,100376
far_call,3106,11114,60810,5915,5736,100376
near_jump,3106,11153,60849,3106,11160,60856
near_jump,3106,11157,60853,3106,11164,60860
near_jump,3106,11573,61269,3106,11578,61274
near_jump,3106,11575,61271,3106,11826,61522
near_jump,3106,11479,61175,3106,11486,61182
far_call,3106,11520,61216,2065,14632,47672
far_call,3106,11558,61254,2065,14632,47672
near_jump,3106,12029,61725,3106,12039,61735
near_jump,3106,12034,61730,3106,12039,61735
near_jump,3106,12036,61732,3106,12273,61969
near_jump,3106,12297,61993,3106,12302,61998
near_jump,3106,12299,61995,3106,12557,62253
near_jump,3106,12568,62264,3106,12620,62316
near_jump,3106,12574,62270,3106,12588,62284
near_jump,3106,12579,62275,3106,12598,62294
near_jump,3106,12586,62282,3106,12598,62294
near_jump,3106,23187,72883,3106,23273,72969
near_jump,3106,23206,72902,3106,23225,72921
near_jump,5782,1409,93921,5782,1485,93997
near_jump,5782,1416,93928,5782,1485,93997
near_jump,5782,1423,93935,5782,1485,93997
near_jump,5782,1435,93947,5782,1485,93997
near_jump,5782,1448,93960,5782,1458,93970
near_jump,5782,1463,93975,5782,1478,93990
near_jump,5782,1843,94355,5782,1848,94360
near_jump,5782,1845,94357,5782,1598,94110
near_jump,2065,5213,38253,2065,5599,38639
near_jump,2065,3228,36268,2065,3235,36275
near_jump,2065,3274,36314,2065,3285,36325
near_jump,2065,3306,36346,2065,3311,36351
near_jump,2065,3308,36348,2065,3475,36515
near_jump,2065,1085,34125,2065,1110,34150
near_jump,2065,1102,34142,2065,988,34028
near_jump,2065,1107,34147,2065,1113,34153
near_jump,2065,1148,34188,2065,1152,34192
near_jump,2065,1195,34235,2065,1199,34239
near_jump,2065,1231,34271,2065,1235,34275
near_jump,2065,1253,34293,2065,1257,34297
near_jump,2065,1320,34360,2065,1352,34392
near_jump,2065,1349,34389,2065,1376,34416
near_jump,2065,1499,34539,2065,1504,34544
near_jump,2065,1501,34541,2065,1864,34904
near_jump,3106,27778,77474,3106,27810,77506
far_call,3106,27802,77498,2065,14632,47672
near_jump,3106,27814,77510,3106,27848,77544
far_call,3106,27840,77536,2065,14632,47672
near_jump,3106,27852,77548,3106,27889,77585
far_call,3106,27881,77577,2065,14632,47672
near_jump,3106,27893,77589,3106,27930,77626
far_call,3106,27922,77618,2065,14632,47672
near_jump,3106,27934,77630,3106,27971,77667
far_call,3106,27963,77659,2065,14632,47672
near_jump,3106,27975,77671,3106,28015,77711
far_call,3106,28007,77703,2065,14632,47672
near_jump,3106,36170,85866,3106,36204,85900
far_call,3106,36194,85890,2065,14632,47672
near_jump,3106,36202,85898,3106,36160,85856
near_call,3106,38529,88225,3106,24624,74320
near_jump,3106,38588,88284,3106,38606,88302
near_jump,3106,38599,88295,3106,38606,88302
near_call,3106,38621,88317,3106,24624,74320
near_jump,3106,20720,70416,3106,20725,70421
near_jump,3106,20722,70418,3106,21136,70832
near_jump,3106,19615,69311,3106,19620,69316
near_jump,3106,19617,69313,3106,19821,69517
near_call,3106,19822,69518,3106,42456,92152
near_jump,3106,1726,51422,3106,1702,51398
near_jump,3106,868,50564,3106,873,50569
near_jump,3106,870,50566,3106,1032,50728
near_jump,3106,1102,50798,3106,1113,50809
near_jump,3106,1118,50814,3106,1129,50825
near_jump,3106,1134,50830,3106,1145,50841
near_jump,3106,1150,50846,3106,1161,50857
near_jump,3106,1166,50862,3106,1177,50873
near_jump,3106,1182,50878,3106,1193,50889
near_jump,3106,1198,50894,3106,1209,50905
near_jump,3106,1214,50910,3106,1229,50925
near_jump,3106,1234,50930,3106,1245,50941
near_jump,3106,1250,50946,3106,1265,50961
near_jump,3106,1270,50966,3106,1281,50977
near_jump,3106,1286,50982,3106,1297,50993
near_jump,3106,1302,50998,3106,1313,51009
near_jump,3106,1318,51014,3106,1329,51025
near_jump,3106,1334,51030,3106,1345,51041
near_jump,3106,1350,51046,3106,1361,51057
near_jump,3106,1366,51062,3106,1377,51073
near_jump,3106,1382,51078,3106,1397,51093
near_jump,3106,1402,51098,3106,1417,51113
near_jump,3106,1422,51118,3106,1433,51129
near_jump,3106,1438,51134,3106,1449,51145
near_jump,3106,1454,51150,3106,1465,51161
near_jump,3106,1470,51166,3106,1481,51177
near_jump,3106,1521,51217,3106,1526,51222
near_jump,3106,1523,51219,3106,778,50474
near_jump,3106,29598,79294,3106,29604,79300
near_call,3106,29601,79297,3106,31680,81376
near_jump,3106,29609,79305,3106,29654,79350
near_jump,3106,29631,79327,3106,29616,79312
near_jump,3106,29651,79347,3106,31185,80881
far_call,3106,31164,80860,5915,5150,99790
near_jump,3106,31143,80839,3106,31148,80844
near_jump,3106,31145,80841,3106,31328,81024
near_jump,3106,31325,81021,3106,31159,80855
near_jump,3106,31104,80800,3106,31078,80774
near_jump,3106,31111,80807,3106,31172,80868
far_call,3106,40236,89932,5915,706,95346
near_jump,3106,40246,89942,3106,40256,89952
near_jump,3106,40253,89949,3106,40261,89957
far_call,3106,38698,88394,5915,706,95346
near_jump,3106,38717,88413,3106,38726,88422
near_jump,3106,38724,88420,3106,38731,88427
far_call,3106,39002,88698,5915,706,95346
near_jump,3106,39014,88710,3106,39024,88720
near_jump,3106,39021,88717,3106,39029,88725
near_jump,3106,34847,84543,3106,34859,84555
near_jump,3106,34864,84560,3106,34870,84566
near_call,3106,34867,84563,3106,36936,86632
near_jump,3106,34875,84571,3106,34881,84577
near_call,3106,34878,84574,3106,36348,86044
near_jump,3106,34886,84582,3106,34892,84588
near_call,3106,34889,84585,3106,38692,88388
near_jump,3106,34897,84593,3106,34903,84599
near_call,3106,34900,84596,3106,36234,85930
near_jump,3106,34908,84604,3106,34917,84613
near_call,3106,34911,84607,3106,36714,86410
near_jump,3106,34921,84617,3106,34961,84657
near_jump,3106,34928,84624,3106,34944,84640
near_jump,3106,34942,84638,3106,34954,84650
near_call,3106,34827,84523,3106,38996,88692
near_jump,3106,34835,84531,3106,34842,84538
near_jump,2065,10268,43308,2065,10273,43313
near_jump,2065,10270,43310,2065,10458,43498
near_jump,2065,15302,48342,2065,15866,48906
near_jump,2065,15997,49037,2065,16040,49080
near_jump,2065,16002,49042,2065,16110,49150
near_jump,2065,16011,49051,2065,16046,49086
near_jump,2065,16013,49053,2065,16076,49116
near_jump,2065,16021,49061,2065,16033,49073
near_jump,2065,16031,49071,2065,15994,49034
near_jump,2065,16037,49077,2065,15994,49034
near_jump,2065,16153,49193,2065,16158,49198
near_jump,2065,16155,49195,2065,16330,49370
near_jump,0,364,364,0,370,370
near_jump,0,560,560,0,565,565
near_jump,0,562,562,0,1039,1039
near_jump,0,1729,1729,0,1734,1734
near_jump,0,1731,1731,0,1743,1743
near_jump,0,1818,1818,0,1047,1047
near_jump,0,1886,1886,0,1891,1891
near_jump,0,1888,1888,0,1898,1898
near_jump,0,1968,1968,0,1973,1973
near_jump,0,1970,1970,0,1979,1979
near_jump,0,2044,2044,0,2049,2049
near_jump,0,2046,2046,0,2055,2055
near_jump,0,2098,2098,0,2103,2103
near_jump,0,2100,2100,0,2109,2109
far_call,0,32747,32747,3106,40900,90596
near_jump,0,32772,32772,0,32777,32777
near_jump,0,32774,32774,0,32799,32799
near_jump,0,32804,32804,0,32809,32809
near_jump,0,32806,32806,0,32886,32886
far_call,0,33018,33018,3106,22654,72350
near_jump,0,33031,33031,0,33036,33036
near_jump,0,33033,33033,0,33041,33041
near_jump,2065,11486,44526,2065,11491,44531
far_call,3106,10979,60675,2065,14632,47672
far_call,3106,11202,60898,2065,9746,42786
near_jump,3106,11215,60911,3106,11224,60920
near_jump,3106,11222,60918,3106,11229,60925
near_jump,3106,11588,61284,3106,11699,61395
near_jump,3106,11590,61286,3106,11599,61295
near_jump,3106,11597,61293,3106,11699,61395
near_jump,3106,11604,61300,3106,11614,61310
near_jump,3106,11611,61307,3106,11619,61315
near_jump,3106,11841,61537,3106,11846,61542
near_jump,3106,11843,61539,3106,12000,61696
far_call,3106,12053,61749,5915,5736,100376
far_call,3106,12071,61767,5915,5736,100376
far_call,3106,12087,61783,5915,5736,100376
far_call,3106,12105,61801,5915,5736,100376
near_jump,3106,12144,61840,3106,12150,61846
near_jump,3106,12148,61844,3106,12154,61850
near_jump,3106,12302,61998,3106,12312,62008
near_jump,3106,12307,62003,3106,12312,62008
near_jump,3106,12309,62005,3106,12557,62253
near_jump,3106,12631,62327,3106,12688,62384
near_jump,3106,12637,62333,3106,12656,62352
near_jump,3106,12646,62342,3106,12666,62362
near_jump,3106,12653,62349,3106,12666,62362
near_call,3106,12603,62299,3106,2146,51842
near_jump,3106,23288,72984,3106,23242,72938
near_jump,3106,23292,72988,3106,23297,72993
near_jump,3106,23294,72990,3106,24278,73974
near_jump,3106,23231,72927,3106,23208,72904
near_jump,3106,23239,72935,3106,23273,72969
near_jump,5782,1859,94371,5782,1856,94368
near_jump,5782,1864,94376,5782,1861,94373
far_call,5782,1873,94385,3106,22056,71752
near_jump,5782,1885,94397,5782,1853,94365
near_jump,5782,1895,94407,5782,1993,94505
near_jump,5782,1603,94115,5782,1608,94120
near_jump,5782,1605,94117,5782,1848,94360
near_jump,2065,5606,38646,2065,5611,38651
near_jump,2065,5608,38648,2065,5216,38256
near_jump,2065,3316,36356,2065,3334,36374
near_jump,2065,3323,36363,2065,3334,36374
far_call,2065,3326,36366,3106,40900,90596
near_jump,2065,3339,36379,2065,3384,36424
near_jump,2065,3364,36404,2065,3384,36424
far_call,2065,3374,36414,3106,22406,72102
near_jump,2065,3382,36422,2065,3475,36515
near_jump,2065,3527,36567,2065,3573,36613
near_jump,2065,3542,36582,2065,3573,36613
near_jump,2065,3552,36592,2065,3573,36613
near_jump,2065,3580,36620,2065,3632,36672
near_jump,2065,3586,36626,2065,3632,36672
near_jump,2065,3601,36641,2065,3632,36672
near_jump,2065,3611,36651,2065,3632,36672
near_jump,2065,3636,36676,2065,3680,36720
near_jump,2065,3642,36682,2065,3680,36720
