kind,source_segment,source_offset,source_linear,target_segment,target_offset,target_linear
near_jump,3106,20448,70144,3106,20456,70152
near_call,3106,20457,70153,3106,3600,53296
near_call,3106,20465,70161,3106,2146,51842
near_jump,3106,20475,70171,3106,20535,70231
near_jump,3106,20477,70173,3106,20486,70182
near_jump,3106,20484,70180,3106,20535,70231
near_jump,3106,20490,70186,3106,20535,70231
near_jump,3106,20492,70188,3106,20501,70197
near_jump,3106,20499,70195,3106,20535,70231
near_jump,3106,20512,70208,3106,20520,70216
near_call,3106,20521,70217,3106,3600,53296
near_call,3106,20529,70225,3106,2146,51842
near_jump,3106,20539,70235,3106,20544,70240
near_jump,3106,20541,70237,3106,21136,70832
near_jump,3106,19985,69681,3106,19990,69686
near_jump,3106,19987,69683,3106,21180,70876
near_jump,3106,42082,91778,3106,42103,91799
near_jump,3106,42089,91785,3106,42103,91799
near_call,3106,42097,91793,3106,40900,90596
near_jump,3106,42108,91804,3106,42144,91840
near_jump,3106,42124,91820,3106,42144,91840
near_call,3106,42135,91831,3106,22406,72102
near_jump,3106,42141,91837,3106,42225,91921
near_jump,3106,42242,91938,3106,42347,92043
far_call,3106,40814,90510,5915,706,95346
near_jump,3106,40842,90538,3106,40870,90566
near_jump,3106,21597,71293,3106,21602,71298
near_jump,3106,21599,71295,3106,21902,71598
near_jump,3106,19397,69093,3106,19403,69099
near_jump,3106,19091,68787,3106,19096,68792
near_jump,3106,19093,68789,3106,19322,69018
far_call,3106,269,49965,5915,4118,98758
far_call,3106,287,49983,5915,4118,98758
near_jump,3106,311,50007,3106,317,50013
near_jump,3106,321,50017,3106,326,50022
near_jump,3106,323,50019,3106,560,50256
far_call,3106,587,50283,5915,3520,98160
near_jump,3106,600,50296,3106,658,50354
near_jump,3106,607,50303,3106,627,50323
near_jump,3106,614,50310,3106,627,50323
near_call,3106,621,50317,3106,40900,90596
near_jump,3106,632,50328,3106,658,50354
near_jump,3106,639,50335,3106,658,50354
near_call,3106,652,50348,3106,22406,72102
near_jump,3106,688,50384,3106,763,50459
near_jump,3106,700,50396,3106,763,50459
near_call,3106,757,50453,3106,22678,72374
near_jump,3106,774,50470,3106,1625,51321
far_call,3106,29049,78745,5915,5632,100272
far_call,3106,29104,78800,5915,6618,101258
far_call,3106,29117,78813,5915,6618,101258
far_call,3106,29124,78820,5915,6822,101462
far_call,3106,29154,78850,5915,6618,101258
far_call,3106,29161,78857,5915,6822,101462
far_call,3106,29191,78887,5915,6618,101258
far_call,3106,29198,78894,5915,6822,101462
far_call,3106,29227,78923,5915,6618,101258
far_call,3106,29234,78930,5915,6822,101462
far_call,3106,29263,78959,5915,6618,101258
far_call,3106,29270,78966,5915,6822,101462
far_call,3106,29299,78995,5915,6618,101258
far_call,3106,29306,79002,5915,6822,101462
far_call,3106,29335,79031,5915,6618,101258
far_call,3106,29342,79038,5915,6822,101462
far_call,3106,29364,79060,5915,6822,101462
near_jump,3106,29384,79080,3106,29394,79090
near_jump,3106,14083,63779,3106,14127,63823
near_jump,3106,14373,64069,3106,14390,64086
far_call,3106,14378,64074,5915,3520,98160
near_jump,3106,14386,64082,3106,13931,63627
near_jump,3106,14358,64054,3106,14326,64022
near_jump,3106,14367,64063,3106,14287,63983
near_jump,3106,34584,84280,3106,34594,84290
near_jump,3106,34591,84287,3106,34599,84295
near_jump,3106,34660,84356,3106,34954,84650
near_call,3106,34955,84651,3106,42752,92448
near_jump,3106,34966,84662,3106,34971,84667
near_jump,3106,34968,84664,3106,34664,84360
near_jump,3106,25547,75243,3106,25552,75248
near_jump,3106,25549,75245,3106,25386,75082
far_call,3106,33843,83539,5915,3520,98160
near_call,3106,33862,83558,3106,2146,51842
near_jump,3106,33826,83522,3106,33831,83527
near_jump,3106,33828,83524,3106,33614,83310
near_jump,3106,33624,83320,3106,33656,83352
near_jump,3106,33637,83333,3106,33656,83352
near_jump,3106,33690,83386,3106,33695,83391
near_jump,3106,33698,83394,3106,33676,83372
near_jump,3106,33710,83406,3106,33782,83478
far_call,3106,33723,83419,5915,4352,98992
near_jump,3106,33734,83430,3106,33756,83452
far_call,3106,33739,83435,5915,3520,98160
near_jump,3106,33753,83449,3106,33288,82984
far_call,3106,32064,81760,5915,5554,100194
near_jump,3106,32071,81767,3106,31988,81684
far_call,3106,32073,81769,5915,5592,100232
near_jump,3106,32083,81779,3106,32187,81883
far_call,3106,32085,81781,5915,5592,100232
near_jump,3106,32095,81791,3106,32183,81879
near_jump,3106,32124,81820,3106,32109,81805
near_jump,3106,32146,81842,3106,32131,81827
near_call,3106,32172,81868,3106,24624,74320
near_jump,3106,32191,81887,3106,32249,81945
near_jump,3106,32197,81893,3106,32249,81945
near_call,3106,32243,81939,3106,24624,74320
near_jump,3106,32253,81949,3106,32332,82028
near_jump,3106,32259,81955,3106,32332,82028
near_jump,3106,32265,81961,3106,32332,82028
near_call,3106,32305,82001,3106,24624,74320
near_jump,3106,32323,82019,3106,32329,82025
near_jump,3106,32327,82023,3106,32332,82028
near_jump,3106,32336,82032,3106,32341,82037
near_jump,3106,32338,82034,3106,31977,81673
near_jump,3106,32430,82126,3106,32410,82106
near_jump,3106,32437,82133,3106,32445,82141
near_jump,3106,32443,82139,3106,32458,82154
near_jump,2065,10165,43205,2065,10220,43260
near_jump,2065,10174,43214,2065,10129,43169
near_jump,2065,10180,43220,2065,10129,43169
near_jump,2065,10193,43233,2065,10118,43158
near_jump,2065,10201,43241,2065,10118,43158
near_jump,2065,10209,43249,2065,10118,43158
near_jump,2065,10218,43258,2065,10129,43169
far_call,2065,15008,48048,5915,706,95346
near_jump,2065,15019,48059,2065,15042,48082
near_jump,2065,15026,48066,2065,15042,48082
near_jump,2065,15035,48075,2065,15042,48082
near_jump,2065,15040,48080,2065,15050,48090
near_jump,3106,41548,91244,3106,41571,91267
near_jump,5915,4263,98903,5915,4289,98929
near_jump,5915,4274,98914,5915,4285,98925
near_jump,5915,4283,98923,5915,4241,98881
near_jump,5915,4287,98927,5915,4333,98973
near_jump,5915,3859,98499,5915,3864,98504
near_jump,5915,3861,98501,5915,4030,98670
near_jump,5915,3853,98493,5915,3956,98596
near_jump,5915,4639,99279,5915,4645,99285
near_jump,5915,4643,99283,5915,4617,99257
near_jump,5915,4587,99227,5915,4600,99240
near_jump,5915,4595,99235,5915,4600,99240
near_jump,5915,4598,99238,5915,4612,99252
near_jump,3106,4903,54599,3106,4923,54619
near_jump,3106,4963,54659,3106,4983,54679
near_jump,3106,4981,54677,3106,4965,54661
near_jump,3106,5011,54707,3106,5014,54710
near_jump,3106,5028,54724,3106,5036,54732
near_jump,3106,5042,54738,3106,5047,54743
near_jump,3106,5044,54740,3106,4867,54563
near_jump,3106,5076,54772,3106,5161,54857
near_jump,3106,5088,54784,3106,5161,54857
near_jump,3106,5099,54795,3106,5161,54857
near_call,3106,5155,54851,3106,22678,72374
near_jump,3106,5169,54865,3106,5230,54926
near_jump,3106,5186,54882,3106,5195,54891
near_jump,3106,5193,54889,3106,5182,54878
near_jump,3106,5210,54906,3106,5217,54913
near_jump,3106,5215,54911,3106,5206,54902
near_jump,3106,5228,54924,3106,5244,54940
near_jump,5915,1142,95782,5915,1138,95778
near_jump,5915,1146,95786,5915,1154,95794
near_jump,5915,1152,95792,5915,1115,95755
near_jump,5915,1108,95748,5915,1116,95756
near_jump,5915,1113,95753,5915,1056,95696
near_jump,0,89,89,0,94,94
near_jump,0,91,91,0,112,112
near_jump,0,116,116,0,121,121
near_jump,0,118,118,0,155,155
near_jump,0,246,246,0,251,251
near_jump,0,248,248,0,272,272
near_jump,0,1056,1056,0,1061,1061
near_jump,0,1058,1058,0,1821,1821
far_call,0,32500,32500,5915,5722,100362
near_jump,0,32510,32510,0,32515,32515
near_jump,0,32512,32512,0,32522,32522
near_jump,0,32539,32539,0,32544,32544
near_jump,0,32541,32541,0,32570,32570
far_call,0,32695,32695,5915,1528,96168
near_jump,0,32708,32708,0,32713,32713
near_jump,0,32710,32710,0,32924,32924
near_jump,5915,4793,99433,5915,4861,99501
near_jump,5915,4804,99444,5915,4860,99500
near_jump,5915,4809,99449,5915,4823,99463
near_jump,5915,6116,100756,5915,6121,100761
near_jump,5915,6178,100818,5915,6198,100838
near_jump,5915,6183,100823,5915,6193,100833
near_jump,5915,6185,100825,5915,6213,100853
near_jump,5915,6191,100831,5915,6213,100853
near_jump,3106,15636,65332,3106,15641,65337
near_jump,3106,15638,65334,3106,15476,65172
near_jump,3106,15404,65100,3106,15430,65126
near_jump,3106,24814,74510,3106,24824,74520
near_jump,3106,24819,74515,3106,24824,74520
near_jump,3106,24821,74517,3106,24978,74674
near_jump,3106,25017,74713,3106,25023,74719
near_jump,2065,11296,44336,2065,11310,44350
near_jump,2065,11307,44347,2065,11315,44355
near_jump,2065,11367,44407,2065,11384,44424
near_jump,2065,11381,44421,2065,11396,44436
far_call,3106,3778,53474,5915,706,95346
far_call,3106,3791,53487,5915,5736,100376
far_call,3106,3807,53503,5915,5736,100376
far_call,3106,3822,53518,5915,5736,100376
far_call,3106,3838,53534,5915,5736,100376
far_call,3106,3854,53550,5915,5736,100376
far_call,3106,3869,53565,5915,5736,100376
far_call,3106,3885,53581,5915,5736,100376
far_call,3106,3901,53597,5915,5736,100376
far_call,3106,3913,53609,5915,5722,100362
far_call,3106,3929,53625,5915,5736,100376
far_call,3106,3944,53640,5915,5736,100376
far_call,3106,3960,53656,5915,5736,100376
far_call,3106,3976,53672,5915,5736,100376
far_call,3106,3992,53688,5915,5736,100376
far_call,3106,4008,53704,5915,5736,100376
far_call,3106,4024,53720,5915,5736,100376
far_call,3106,4040,53736,5915,5736,100376
far_call,3106,4056,53752,5915,5736,100376
far_call,3106,4072,53768,5915,5736,100376
far_call,3106,4088,53784,5915,5736,100376
far_call,3106,4104,53800,5915,5736,100376
far_call,3106,4120,53816,5915,5736,100376
far_call,3106,4136,53832,5915,5736,100376
far_call,3106,4152,53848,5915,5736,100376
far_call,3106,4168,53864,5915,5736,100376
far_call,3106,4184,53880,5915,5736,100376
far_call,3106,4200,53896,5915,5736,100376
far_call,3106,4216,53912,5915,5736,100376
far_call,3106,4232,53928,5915,5736,100376
far_call,3106,4248,53944,5915,5736,100376
far_call,3106,4264,53960,5915,5736,100376
far_call,3106,4280,53976,5915,5736,100376
far_call,3106,4296,53992,5915,5736,100376
far_call,3106,4312,54008,5915,5736,100376
far_call,3106,4328,54024,5915,5736,100376
far_call,3106,4344,54040,5915,5736,100376
far_call,3106,4360,54056,5915,5736,100376
far_call,3106,4375,54071,5915,5736,100376
far_call,3106,4391,54087,5915,5736,100376
far_call,3106,4407,54103,5915,5736,100376
far_call,3106,4423,54119,5915,5736,100376
far_call,3106,4439,54135,5915,5736,100376
far_call,3106,4455,54151,5915,5736,100376
far_call,3106,4471,54167,5915,5736,100376
near_call,3106,13551,63247,3106,4,49700
near_jump,3106,13592,63288,3106,13597,63293
near_jump,3106,13594,63290,3106,13726,63422
near_jump,3106,10636,60332,3106,10648,60344
near_jump,3106,10643,60339,3106,10648,60344
near_jump,3106,10645,60341,3106,11006,60702
near_jump,3106,11015,60711,3106,11027,60723
near_jump,3106,11022,60718,3106,11027,60723
near_jump,3106,11024,60720,3106,11290,60986
near_jump,3106,11294,60990,3106,11422,61118
near_jump,3106,11296,60992,3106,11305,61001
near_jump,3106,11303,60999,3106,11422,61118
near_jump,3106,11309,61005,3106,11422,61118
near_jump,3106,11311,61007,3106,11320,61016
near_jump,3106,11318,61014,3106,11422,61118
far_call,3106,11372,61068,2065,9746,42786
far_call,3106,11393,61089,2065,9746,42786
far_call,3106,11414,61110,2065,9746,42786
near_jump,3106,11426,61122,3106,11431,61127
near_jump,3106,11428,61124,3106,12000,61696
near_jump,3106,23129,72825,3106,23134,72830
near_jump,3106,23131,72827,3106,22963,72659
near_jump,5782,911,93423,5782,988,93500
near_jump,5782,949,93461,5782,924,93436
near_jump,5782,957,93469,5782,981,93493
near_jump,5782,904,93416,5782,870,93382
far_call,2065,2837,35877,5915,6772,101412
near_jump,2065,2884,35924,2065,2891,35931
near_jump,2065,2897,35937,2065,2902,35942
near_jump,2065,2905,35945,2065,2910,35950
near_jump,2065,2916,35956,2065,2921,35961
near_jump,2065,2930,35970,2065,2935,35975
near_jump,2065,2963,36003,2065,2990,36030
near_jump,2065,2995,36035,2065,3076,36116
near_jump,2065,3002,36042,2065,3046,36086
near_jump,2065,3043,36083,2065,3158,36198
near_jump,2065,657,33697,2065,703,33743
near_jump,2065,707,33747,2065,723,33763
near_jump,2065,785,33825,2065,797,33837
near_jump,2065,856,33896,2065,912,33952
near_jump,2065,897,33937,2065,908,33948
near_jump,2065,905,33945,2065,858,33898
near_jump,3106,27391,77087,3106,27396,77092
near_jump,3106,27393,77089,3106,27635,77331
near_jump,3106,27720,77416,3106,27731,77427
near_jump,3106,27726,77422,3106,27731,77427
near_jump,3106,27728,77424,3106,28015,77711
near_jump,3106,2714,52410,3106,2721,52417
near_jump,3106,2855,52551,3106,2863,52559
near_call,3106,2877,52573,3106,3012,52708
near_jump,3106,2895,52591,3106,2892,52588
near_jump,3106,2903,52599,3106,2900,52596
near_jump,3106,2911,52607,3106,2908,52604
near_jump,3106,2981,52677,3106,2978,52674
near_jump,3106,2989,52685,3106,2986,52682
near_jump,3106,3001,52697,3106,2998,52694
near_jump,3106,36056,85752,3106,35980,85676
near_jump,3106,36067,85763,3106,36140,85836
near_jump,3106,35631,85327,3106,35636,85332
near_jump,3106,35633,85329,3106,35104,84800
near_jump,3106,37728,87424,3106,37733,87429
near_jump,3106,37730,87426,3106,38627,88323
near_jump,3106,38632,88328,3106,38655,88351
near_call,3106,38649,88345,3106,2146,51842
near_call,3106,38679,88375,3106,3464,53160
near_jump,3106,20318,70014,3106,20356,70052
near_jump,3106,20326,70022,3106,20334,70030
near_jump,3106,20340,70036,3106,20348,70044
near_jump,3106,20354,70050,3106,20273,69969
near_jump,3106,20544,70240,3106,20556,70252
near_jump,3106,20551,70247,3106,20556,70252
near_jump,3106,20553,70249,3106,21136,70832
near_jump,3106,21177,70873,3106,19942,69638
near_jump,3106,42149,91845,3106,42225,91921
near_jump,3106,42165,91861,3106,42225,91921
near_call,3106,42219,91915,3106,22678,72374
near_jump,3106,42351,92047,3106,42360,92056
near_jump,3106,42358,92054,3106,42247,91943
near_jump,3106,40885,90581,3106,40844,90540
near_call,3106,40892,90588,3106,2146,51842
near_jump,3106,19408,69104,3106,19520,69216
near_jump,3106,19427,69123,3106,19464,69160
near_jump,3106,19457,69153,3106,19462,69158
near_jump,3106,19481,69177,3106,19518,69214
near_jump,3106,19511,69207,3106,19516,69212
near_jump,3106,19518,69214,3106,19400,69096
near_jump,3106,19155,68851,3106,19070,68766
near_jump,3106,19181,68877,3106,19195,68891
near_jump,3106,19188,68884,3106,19195,68891
near_jump,3106,19220,68916,3106,19237,68933
near_jump,3106,19227,68923,3106,19237,68933
near_jump,3106,19262,68958,3106,19279,68975
near_jump,3106,19269,68965,3106,19279,68975
near_jump,3106,19304,69000,3106,19309,69005
near_jump,3106,19306,69002,3106,19078,68774
near_jump,3106,406,50102,3106,426,50122
near_jump,3106,466,50162,3106,486,50182
near_jump,3106,484,50180,3106,468,50164
near_jump,3106,517,50213,3106,523,50219
near_jump,3106,537,50233,3106,545,50241
near_jump,3106,551,50247,3106,556,50252
near_jump,3106,553,50249,3106,370,50066
near_jump,3106,581,50277,3106,228,49924
near_jump,3106,1629,51325,3106,1640,51336
near_jump,3106,1636,51332,3106,781,50477
near_jump,3106,29402,79098,3106,29386,79082
near_jump,3106,29430,79126,3106,29409,79105
far_call,3106,29450,79146,5915,5244,99884
near_call,3106,29469,79165,3106,24624,74320
far_call,3106,29489,79185,5915,6618,101258
near_jump,3106,29507,79203,3106,29517,79213
near_call,3106,29526,79222,3106,31346,81042
near_call,3106,29551,79247,3106,24624,74320
near_jump,3106,29567,79263,3106,29572,79268
near_jump,3106,29569,79265,3106,31020,80716
near_jump,3106,14132,63828,3106,14162,63858
far_call,3106,14146,63842,5915,4118,98758
near_jump,3106,14159,63855,3106,14089,63785
far_call,3106,14416,64112,5915,3552,98192
far_call,3106,14435,64131,5915,4118,98758
far_call,3106,14454,64150,5915,4118,98758
far_call,3106,14473,64169,5915,4118,98758
far_call,3106,14492,64188,5915,4118,98758
far_call,3106,14511,64207,5915,4118,98758
far_call,3106,14530,64226,5915,4118,98758
far_call,3106,14565,64261,5915,3520,98160
near_jump,3106,14597,64293,3106,14603,64299
near_call,3106,14600,64296,3106,18492,68188
near_jump,3106,14608,64304,3106,14613,64309
near_jump,3106,14610,64306,3106,15270,64966
near_jump,3106,14329,64025,3106,14360,64056
near_jump,3106,14337,64033,3106,14344,64040
near_jump,3106,34976,84672,3106,34989,84685
near_call,3106,34983,84679,3106,3464,53160
near_jump,3106,34997,84693,3106,35007,84703
near_jump,3106,34668,84364,3106,34673,84369
near_jump,3106,34670,84366,3106,34971,84667
near_call,3106,25585,75281,3106,24624,74320
far_call,3106,25594,75290,5915,3520,98160
near_jump,3106,25390,75086,3106,25395,75091
near_jump,3106,25392,75088,3106,25552,75248
near_jump,3106,33837,83533,3106,33619,83315
far_call,3106,33769,83465,5915,5736,100376
near_call,3106,32026,81722,3106,24624,74320
near_call,3106,32058,81754,3106,24624,74320
near_jump,3106,32412,82108,3106,32432,82128
near_jump,3106,32463,82159,3106,32476,82172
near_jump,2065,10230,43270,2065,10242,43282
near_jump,2065,10248,43288,2065,10461,43501
near_jump,2065,10139,43179,2065,10153,43193
near_jump,2065,15072,48112,2065,15076,48116
near_jump,2065,15102,48142,2065,15166,48206
near_jump,2065,15136,48176,2065,15150,48190
near_jump,2065,15146,48186,2065,15129,48169
near_jump,2065,15148,48188,2065,15163,48203
near_jump,5915,4300,98940,5915,4241,98881
near_jump,5915,4304,98944,5915,4331,98971
near_jump,5915,4310,98950,5915,4343,98983
near_jump,5915,4329,98969,5915,4338,98978
near_jump,5915,4336,98976,5915,4232,98872
near_jump,5915,3867,98507,5915,3872,98512
near_jump,5915,3869,98509,5915,4030,98670
near_jump,5915,4647,99287,5915,4617,99257
near_jump,5915,4654,99294,5915,4666,99306
near_jump,5915,4661,99301,5915,4666,99306
near_jump,5915,4664,99304,5915,4617,99257
near_jump,5915,4604,99244,5915,4612,99252
near_jump,3106,5047,54743,3106,5071,54767
near_jump,3106,5248,54944,3106,5266,54962
near_call,3106,5260,54956,3106,22056,71752
near_jump,3106,5271,54967,3106,5324,55020
near_jump,3106,5321,55017,3106,4702,54398
near_jump,5915,1160,95800,5915,1056,95696
near_jump,5915,1165,95805,5915,1116,95756
near_jump,0,109,109,0,74,74
far_call,0,133,133,5915,5200,99840
near_jump,0,144,144,0,149,149
near_jump,0,146,146,0,155,155
near_jump,0,261,261,0,266,266
near_jump,0,263,263,0,272,272
near_jump,0,277,277,0,282,282
near_jump,0,279,279,0,303,303
near_jump,0,1070,1070,0,1639,1639
far_call,0,1837,1837,2065,8,33048
near_jump,0,1856,1856,0,1861,1861
near_jump,0,1858,1858,0,1898,1898
near_jump,0,32519,32519,0,32486,32486
far_call,0,32548,32548,5915,5722,100362
near_jump,0,32558,32558,0,32563,32563
near_jump,0,32560,32560,0,32570,32570
near_jump,0,32718,32718,0,32723,32723
near_jump,0,32720,32720,0,32886,32886
far_call,0,32928,32928,3106,22530,72226
far_call,0,32940,32940,3106,22530,72226
far_call,0,32952,32952,3106,22530,72226
near_jump,0,32965,32965,0,32970,32970
near_jump,0,32967,32967,0,32982,32982
near_jump,5915,6203,100843,5915,6193,100833
near_jump,5915,6205,100845,5915,6213,100853
near_jump,5915,6211,100851,5915,6193,100833
near_jump,3106,15481,65177,3106,15486,65182
near_jump,3106,15483,65179,3106,15619,65315
near_jump,3106,24829,74525,3106,24851,74547
near_jump,3106,24840,74536,3106,24851,74547
near_call,3106,24845,74541,3106,40900,90596
near_jump,3106,24856,74552,3106,24892,74588
near_jump,3106,24872,74568,3106,24892,74588
near_call,3106,24883,74579,3106,22406,72102
near_jump,3106,24889,74585,3106,24973,74669
near_jump,3106,25027,74723,3106,25108,74804
far_call,3106,25045,74741,5915,5736,100376
near_jump,3106,25069,74765,3106,25077,74773
near_jump,3106,25106,74802,3106,25020,74716
near_jump,2065,11404,44444,2065,11420,44460
near_jump,2065,11418,44458,2065,11432,44472
near_jump,3106,13597,63293,3106,13626,63322
near_jump,3106,13601,63297,3106,13612,63308
near_jump,3106,13605,63301,3106,13700,63396
near_jump,3106,13607,63303,3106,13626,63322
near_jump,3106,13741,63437,3106,13620,63316
near_jump,3106,10676,60372,3106,10683,60379
far_call,3106,10697,60393,5915,5736,100376
far_call,3106,10715,60411,5915,5736,100376
far_call,3106,10731,60427,5915,5736,100376
far_call,3106,10749,60445,5915,5736,100376
near_jump,3106,10788,60484,3106,10794,60490
near_jump,3106,10792,60488,3106,10798,60494
near_jump,3106,11031,60727,3106,11036,60732
near_jump,3106,11033,60729,3106,11290,60986
near_jump,3106,11431,61127,3106,11443,61139
near_jump,3106,11438,61134,3106,11443,61139
near_jump,3106,11440,61136,3106,12000,61696
near_jump,3106,12004,61700,3106,12009,61705
near_jump,3106,12006,61702,3106,12273,61969
near_jump,3106,23138,72834,3106,23143,72839
near_jump,3106,23140,72836,3106,22963,72659
near_jump,5782,1022,93534,5782,998,93510
near_jump,5782,1058,93570,5782,1035,93547
near_jump,5782,1087,93599,5782,1071,93583
far_call,5782,1093,93605,5915,6574,101214
far_call,5782,1108,93620,5915,6614,101254
far_call,5782,1125,93637,5915,6592,101232
far_call,5782,1133,93645,5915,6616,101256
far_call,5782,1141,93653,5915,6574,101214
far_call,5782,1156,93668,5915,6614,101254
far_call,5782,1172,93684,5915,6592,101232
far_call,5782,1180,93692,5915,6616,101256
far_call,5782,1189,93701,5915,6574,101214
far_call,5782,1214,93726,3106,13912,63608
far_call,5782,1248,93760,3106,15326,65022
far_call,5782,1256,93768,3106,22056,71752
far_call,5782,1267,93779,3106,22924,72620
far_call,5782,1275,93787,3106,4480,54176
far_call,5782,1284,93796,3106,22924,72620
far_call,5782,1300,93812,5915,5736,100376
far_call,5782,1315,93827,5915,5736,100376
far_call,5782,1331,93843,5915,5736,100376
far_call,5782,1347,93859,5915,5736,100376
near_jump,5782,1361,93873,5782,1358,93870
near_jump,5782,1366,93878,5782,1363,93875
far_call,5782,1372,93884,3106,22056,71752
near_jump,5782,1385,93897,5782,1395,93907
far_call,5782,1387,93899,3106,25608,75304
near_jump,5782,1401,93913,5782,1478,93990
near_jump,5782,986,93498,5782,960,93472
near_jump,2065,3081,36121,2065,3120,36160
near_jump,2065,3118,36158,2065,3034,36074
near_jump,2065,3073,36113,2065,3152,36192
near_jump,2065,3193,36233,2065,5196,38236
near_jump,2065,918,33958,2065,974,34014
near_jump,2065,959,33999,2065,970,34010
near_jump,2065,967,34007,2065,920,33960
near_jump,2065,908,33948,2065,1113,34153
near_jump,3106,27399,77095,3106,27404,77100
near_jump,3106,27401,77097,3106,27635,77331
near_jump,3106,27765,77461,3106,27770,77466
near_jump,3106,27767,77463,3106,28015,77711
far_call,3106,36004,85700,2065,14632,47672
far_call,3106,36038,85734,2065,14632,47672
near_jump,3106,36146,85842,3106,36070,85766
near_jump,3106,36157,85853,3106,36208,85904
near_call,3106,35641,85337,3106,2146,51842
far_call,3106,35705,85401,2065,14632,47672
near_jump,3106,35718,85414,3106,35728,85424
near_jump,3106,35111,84807,3106,35118,84814
near_jump,3106,35124,84820,3106,35121,84817
near_jump,3106,35129,84825,3106,35126,84822
near_jump,3106,35135,84831,3106,35208,84904
near_jump,3106,35206,84902,3106,35277,84973
near_call,3106,37738,87434,3106,2146,51842
near_jump,3106,37747,87443,3106,38464,88160
near_jump,3106,20362,70058,3106,20370,70066
near_jump,3106,20376,70072,3106,20384,70080
near_jump,3106,20390,70086,3106,20398,70094
near_jump,3106,20560,70256,3106,20617,70313
near_jump,3106,20562,70258,3106,20571,70267
near_jump,3106,20569,70265,3106,20617,70313
near_jump,3106,20581,70277,3106,20594,70290
near_call,3106,20588,70284,3106,2146,51842
near_jump,3106,20598,70294,3106,20611,70307
near_call,3106,20605,70301,3106,2146,51842
near_jump,3106,20623,70319,3106,20628,70324
near_jump,3106,20625,70321,3106,21136,70832
near_jump,3106,42365,92061,3106,42450,92146
near_jump,3106,42377,92073,3106,42450,92146
near_jump,3106,42388,92084,3106,42450,92146
near_call,3106,42444,92140,3106,22678,72374
near_jump,3106,42251,91947,3106,42344,92040
near_jump,3106,42341,92037,3106,42244,91940
near_jump,3106,40850,90546,3106,40887,90583
near_jump,3106,40860,90556,3106,40870,90566
near_jump,3106,19557,69253,3106,19570,69266
near_jump,3106,19565,69261,3106,19570,69266
near_jump,3106,19567,69263,3106,19825,69521
near_jump,3106,19314,69010,3106,19319,69015
near_jump,3106,19316,69012,3106,19078,68774
near_jump,3106,556,50252,3106,228,49924
near_jump,3106,1645,51341,3106,1652,51348
near_jump,3106,1650,51346,3106,1662,51358
near_jump,3106,785,50481,3106,790,50486
near_jump,3106,787,50483,3106,1622,51318
near_jump,3106,29389,79085,3106,29404,79100
near_jump,3106,29572,79268,3106,29583,79279
near_jump,3106,29578,79274,3106,29583,79279
near_jump,3106,29580,79276,3106,31020,80716
far_call,3106,31020,80716,5915,6534,101174
near_jump,3106,31036,80732,3106,31132,80828
near_jump,3106,31040,80736,3106,31054,80750
near_jump,3106,31043,80739,3106,31114,80810
near_jump,3106,31046,80742,3106,31120,80816
near_jump,3106,31049,80745,3106,31126,80822
near_jump,3106,31051,80747,3106,31172,80868
far_call,3106,14165,63861,5915,3520,98160
near_call,3106,14189,63885,3106,15276,64972
near_call,3106,14203,63899,3106,15276,64972
near_call,3106,14217,63913,3106,15276,64972
near_jump,3106,14093,63789,3106,14124,63820
near_jump,3106,14121,63817,3106,14086,63782
near_jump,3106,14618,64314,3106,14640,64336
near_call,3106,14634,64330,3106,15276,64972
near_jump,3106,14645,64341,3106,14650,64346
near_jump,3106,14647,64343,3106,15270,64966
near_call,3106,34690,84386,3106,35014,84710
near_jump,3106,34701,84397,3106,34706,84402
near_jump,3106,34703,84399,3106,34961,84657
near_jump,3106,25404,75100,3106,25468,75164
near_jump,3106,25410,75106,3106,25454,75150
near_jump,3106,25416,75112,3106,25454,75150
near_jump,3106,25424,75120,3106,25432,75128
near_jump,3106,25430,75126,3106,25443,75139
near_jump,3106,32504,82200,3106,32486,82182
near_call,3106,32526,82222,3106,24624,74320
near_jump,2065,10470,43510,2065,10475,43515
near_jump,2065,10472,43512,2065,10252,43292
near_jump,2065,15170,48210,2065,15242,48282
near_jump,2065,15222,48262,2065,15227,48267
near_jump,2065,15233,48273,2065,15220,48260
near_jump,2065,15252,48292,2065,15257,48297
near_jump,2065,15254,48294,2065,15954,48994
near_jump,2065,15161,48201,2065,15129,48169
near_jump,2065,15164,48204,2065,15042,48082
near_jump,5915,4347,98987,5915,4312,98952
near_jump,5915,4349,98989,5915,4285,98925
near_jump,5915,4341,98981,5915,4235,98875
near_jump,5915,3893,98533,5915,3916,98556
near_jump,5915,3899,98539,5915,3916,98556
near_jump,5915,3925,98565,5915,4030,98670
near_jump,5915,4670,99310,5915,4617,99257
near_jump,3106,5376,55072,3106,5318,55014
near_jump,0,292,292,0,297,297
near_jump,0,294,294,0,303,303
near_jump,0,337,337,0,342,342
near_jump,0,339,339,0,348,348
near_jump,0,1643,1643,0,1648,1648
near_jump,0,1645,1645,0,1706,1706
near_jump,0,1866,1866,0,1871,1871
near_jump,0,1868,1868,0,1898,1898
near_jump,0,1909,1909,0,1914,1914
near_jump,0,1911,1911,0,1999,1999
near_jump,0,32567,32567,0,32534,32534
near_jump,0,32728,32728,0,32733,32733
near_jump,0,32730,32730,0,32755,32755
